2023-10-27 13:57:00,977 INFO  main                             - Welcome! Loading SOFA RPC Framework : 5.8.3_20220304140022, PID is:24864
2023-10-27 13:57:00,990 INFO  main                             - Install Module: fault-tolerance
2023-10-27 13:57:01,004 INFO  main                             - Install Module: sofaTracer-resteasy
2023-10-27 13:57:01,294 INFO  main                             - The module lookout does not need to be loaded.
2023-10-27 13:57:01,294 INFO  main                             - Install Module: sofaTracer
2023-10-27 13:57:01,314 INFO  main                             - Refer consumer config : bolt://com.service.RPCBankCardService: with bean id rpc-cfg-0
2023-10-27 14:02:21,454 INFO  main                             - Welcome! Loading SOFA RPC Framework : 5.8.3_20220304140022, PID is:22844
2023-10-27 14:02:21,463 INFO  main                             - Install Module: fault-tolerance
2023-10-27 14:02:21,476 INFO  main                             - Install Module: sofaTracer-resteasy
2023-10-27 14:02:21,747 INFO  main                             - The module lookout does not need to be loaded.
2023-10-27 14:02:21,747 INFO  main                             - Install Module: sofaTracer
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.count" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.update" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.update" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.list" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.saveOrUpdateBatch" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.saveBatch" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.updateBatchById" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.getOne" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.saveOrUpdate" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.listMaps" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.page" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.pageMaps" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.listObjs" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.listObjs" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 WARN  main                             - Method with same name "com.service.RPCProductService.listObjs" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,758 INFO  main                             - Export provider config : com.service.RPCProductService::bolt with bean id rpc-cfg-0
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.count" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.update" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.update" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.list" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.saveOrUpdateBatch" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.saveBatch" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.updateBatchById" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.getOne" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.saveOrUpdate" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.listMaps" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.page" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.pageMaps" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.listObjs" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.listObjs" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 WARN  main                             - Method with same name "com.service.RPCBankCardService.listObjs" exists ! The usage of overloading method in rpc is deprecated.
2023-10-27 14:02:21,788 INFO  main                             - Export provider config : com.service.RPCBankCardService::bolt with bean id rpc-cfg-1
2023-10-27 14:02:22,533 INFO  main                             - service published.  interfaceId[com.service.RPCBankCardService]; protocol[bolt]
2023-10-27 14:02:22,541 INFO  main                             - service published.  interfaceId[com.service.RPCProductService]; protocol[bolt]
2023-10-27 15:13:05,589 WARN  SOFA-RPC-ShutdownHook            - SOFA RPC Framework catch JVM shutdown event, Run shutdown hook now.
2023-10-27 15:13:05,599 INFO  SpringApplicationShutdownHook    - Unexport provider config : com.service.RPCBankCardService::bolt with bean id rpc-cfg-1
